icao,cluster
0MI9,CHICAGO_CLUSTER
0MN0,OTHER_CLUSTER
0MN2,OTHER_CLUSTER
0MN3,OTHER_CLUSTER
0MN4,OTHER_CLUSTER
0MN6,CHICAGO_CLUSTER
0MN7,OTHER_CLUSTER
0MN8,OTHER_CLUSTER
0MN9,OTHER_CLUSTER
0MO0,OTHER_CLUSTER
0MO1,OTHER_CLUSTER
0MO2,OTHER_CLUSTER
0MO4,OTHER_CLUSTER
0MO5,CHICAGO_CLUSTER
0MO7,CHICAGO_CLUSTER
0MO8,CHICAGO_CLUSTER
0MS0,ATLANTA_CLUSTER
0MS2,OTHER_CLUSTER
0MS3,ATLANTA_CLUSTER
0MS4,OTHER_CLUSTER
0MS6,OTHER_CLUSTER
0MS8,OTHER_CLUSTER
0MS9,ATLANTA_CLUSTER
0MT1,JACKSON_HOLE_CLUSTER
0MT2,OTHER_CLUSTER
0MT3,JACKSON_HOLE_CLUSTER
0MT4,JACKSON_HOLE_CLUSTER
0MT5,JACKSON_HOLE_CLUSTER
0MT6,OTHER_CLUSTER
0MT7,OTHER_CLUSTER
0MT8,OTHER_CLUSTER
0MT9,OTHER_CLUSTER
0MU0,OTHER_CLUSTER
0MU1,OTHER_CLUSTER
0MU2,CHICAGO_CLUSTER
0MU3,CHICAGO_CLUSTER
0MU4,OTHER_CLUSTER
0MU5,OTHER_CLUSTER
0MU6,OTHER_CLUSTER
0MU7,OTHER_CLUSTER
0MU8,OTHER_CLUSTER
0MU9,OTHER_CLUSTER
0MY0,OTHER_CLUSTER
0MY1,JACKSON_HOLE_CLUSTER
0NA1,OTHER_CLUSTER
0NA5,OTHER_CLUSTER
0NA9,OTHER_CLUSTER
0NC0,WASHINGTON_DC_CLUSTER
0NC2,WASHINGTON_DC_CLUSTER
0NC3,WASHINGTON_DC_CLUSTER
0NC4,WASHINGTON_DC_CLUSTER
0NC5,WASHINGTON_DC_CLUSTER
0NC6,WASHINGTON_DC_CLUSTER
0NC7,WASHINGTON_DC_CLUSTER
0NC8,ATLANTA_CLUSTER
0NC9,WASHINGTON_DC_CLUSTER
0ND0,OTHER_CLUSTER
0ND6,OTHER_CLUSTER
0ND7,OTHER_CLUSTER
0NE0,DENVER_CLUSTER
0NE1,DENVER_CLUSTER
0NE3,OTHER_CLUSTER
0NE4,DENVER_CLUSTER
0NE6,OTHER_CLUSTER
0NH7,BOSTON_CLUSTER
0NJ0,NEW_YORK_CLUSTER
0NJ1,NEW_YORK_CLUSTER
0NJ2,NEW_YORK_CLUSTER
0NJ3,NEW_YORK_CLUSTER
0NJ4,NEW_YORK_CLUSTER
0NJ5,NEW_YORK_CLUSTER
0NJ6,NEW_YORK_CLUSTER
0NJ7,NEW_YORK_CLUSTER
0NJ8,NEW_YORK_CLUSTER
0NJ9,NEW_YORK_CLUSTER
0NK0,WASHINGTON_DC_CLUSTER
0NK1,NEW_YORK_CLUSTER
0NK2,NEW_YORK_CLUSTER
0NK3,NEW_YORK_CLUSTER
0NK4,NEW_YORK_CLUSTER
0NK6,NEW_YORK_CLUSTER
0NK7,NEW_YORK_CLUSTER
0NM0,PHOENIX_CLUSTER
0NM7,PHOENIX_CLUSTER
0NV1,LAS_VEGAS_CLUSTER
0NY0,BOSTON_CLUSTER
0NY1,BOSTON_CLUSTER
0NY2,NEW_YORK_CLUSTER
0NY3,NEW_YORK_CLUSTER
0NY4,NEW_YORK_CLUSTER
0NY6,NEW_YORK_CLUSTER
0NY7,NEW_YORK_CLUSTER
0NY8,NEW_YORK_CLUSTER
0OA2,WASHINGTON_DC_CLUSTER
0OH1,WASHINGTON_DC_CLUSTER
0OH3,CHICAGO_CLUSTER
0OH4,CHICAGO_CLUSTER
0OH6,CHICAGO_CLUSTER
0OH7,CHICAGO_CLUSTER
0OH8,CHICAGO_CLUSTER
0OI0,WASHINGTON_DC_CLUSTER
0OI2,CHICAGO_CLUSTER
0OI3,CHICAGO_CLUSTER
0OI6,WASHINGTON_DC_CLUSTER
0OI9,OTHER_CLUSTER
0OK1,DALLAS_CLUSTER
0OK3,DALLAS_CLUSTER
0OK4,DALLAS_CLUSTER
0OK5,DALLAS_CLUSTER
0OK6,DALLAS_CLUSTER
0OK7,DALLAS_CLUSTER
0OK9,DALLAS_CLUSTER
0OR0,OTHER_CLUSTER
0OR2,OTHER_CLUSTER
0OR3,SAN_FRANCISCO_CLUSTER
0OR4,SEATTLE_CLUSTER
0OR6,OTHER_CLUSTER
0OR7,SEATTLE_CLUSTER
0OR8,OTHER_CLUSTER
0OR9,SEATTLE_CLUSTER
0PA0,NEW_YORK_CLUSTER
0PA1,NEW_YORK_CLUSTER
0PA2,WASHINGTON_DC_CLUSTER
0PA3,NEW_YORK_CLUSTER
0PA4,WASHINGTON_DC_CLUSTER
0PA5,WASHINGTON_DC_CLUSTER
0PA6,WASHINGTON_DC_CLUSTER
0PA8,NEW_YORK_CLUSTER
0PA9,NEW_YORK_CLUSTER
0PN0,WASHINGTON_DC_CLUSTER
0PN1,WASHINGTON_DC_CLUSTER
0PN2,WASHINGTON_DC_CLUSTER
0PN3,NEW_YORK_CLUSTER
0PN4,WASHINGTON_DC_CLUSTER
0PN5,WASHINGTON_DC_CLUSTER
0PN6,WASHINGTON_DC_CLUSTER
0PN7,WASHINGTON_DC_CLUSTER
0PN8,WASHINGTON_DC_CLUSTER
0PS0,WASHINGTON_DC_CLUSTER
0PS3,WASHINGTON_DC_CLUSTER
0PS4,WASHINGTON_DC_CLUSTER
0PS5,NEW_YORK_CLUSTER
0PS6,WASHINGTON_DC_CLUSTER
0PS7,WASHINGTON_DC_CLUSTER
0PS8,WASHINGTON_DC_CLUSTER
0PS9,NEW_YORK_CLUSTER
0SD0,OTHER_CLUSTER
0SD1,OTHER_CLUSTER
0SD2,OTHER_CLUSTER
0SD3,OTHER_CLUSTER
0SD4,OTHER_CLUSTER
0SD5,DENVER_CLUSTER
0SD7,DENVER_CLUSTER
0SD8,OTHER_CLUSTER
0SD9,DENVER_CLUSTER
0TA0,HOUSTON_CLUSTER
0TA2,DALLAS_CLUSTER
0TA4,DALLAS_CLUSTER
0TA5,HOUSTON_CLUSTER
0TA7,OTHER_CLUSTER
0TA9,HOUSTON_CLUSTER
0TE0,OTHER_CLUSTER
0TE1,HOUSTON_CLUSTER
0TE2,DALLAS_CLUSTER
0TE4,HOUSTON_CLUSTER
0TE5,HOUSTON_CLUSTER
0TE6,DALLAS_CLUSTER
0TE7,HOUSTON_CLUSTER
0TN0,ATLANTA_CLUSTER
0TN1,ATLANTA_CLUSTER
0TN2,ATLANTA_CLUSTER
0TN3,ATLANTA_CLUSTER
0TN4,ATLANTA_CLUSTER
0TN5,ATLANTA_CLUSTER
0TN6,ATLANTA_CLUSTER
0TN7,ATLANTA_CLUSTER
0TN8,ATLANTA_CLUSTER
0TN9,ATLANTA_CLUSTER
0TS1,DALLAS_CLUSTER
0TS4,HOUSTON_CLUSTER
0TS5,HOUSTON_CLUSTER
0TS6,HOUSTON_CLUSTER
0TS7,DALLAS_CLUSTER
0TS8,HOUSTON_CLUSTER
0TT8,OTHER_CLUSTER
0TX0,DALLAS_CLUSTER
0TX1,DALLAS_CLUSTER
0TX2,DALLAS_CLUSTER
0TX3,DALLAS_CLUSTER
0TX4,DALLAS_CLUSTER
0TX5,DALLAS_CLUSTER
0TX6,HOUSTON_CLUSTER
0TX9,DALLAS_CLUSTER
0VA1,WASHINGTON_DC_CLUSTER
0VA2,WASHINGTON_DC_CLUSTER
0VA3,WASHINGTON_DC_CLUSTER
0VA4,WASHINGTON_DC_CLUSTER
0VA6,WASHINGTON_DC_CLUSTER
0VA7,WASHINGTON_DC_CLUSTER
0VA8,WASHINGTON_DC_CLUSTER
0VA9,WASHINGTON_DC_CLUSTER
0VI1,WASHINGTON_DC_CLUSTER
0WA0,SEATTLE_CLUSTER
0WA1,SEATTLE_CLUSTER
0WA2,SEATTLE_CLUSTER
0WA4,SEATTLE_CLUSTER
0WA5,SEATTLE_CLUSTER
0WA6,SEATTLE_CLUSTER
0WA7,SEATTLE_CLUSTER
0WA8,SEATTLE_CLUSTER
0WA9,SEATTLE_CLUSTER
0WI0,CHICAGO_CLUSTER
0WI1,OTHER_CLUSTER
0WI2,CHICAGO_CLUSTER
0WI3,CHICAGO_CLUSTER
0WI4,CHICAGO_CLUSTER
0WI5,CHICAGO_CLUSTER
0WI6,CHICAGO_CLUSTER
0WI7,CHICAGO_CLUSTER
0WI8,CHICAGO_CLUSTER
0WI9,CHICAGO_CLUSTER
0WN0,SEATTLE_CLUSTER
0WN1,SEATTLE_CLUSTER
0WN2,SEATTLE_CLUSTER
0WN4,SEATTLE_CLUSTER
0WN5,CHICAGO_CLUSTER
0WN6,SEATTLE_CLUSTER
0WN7,SEATTLE_CLUSTER
0WN8,SEATTLE_CLUSTER
0WS7,CHICAGO_CLUSTER
0WY0,JACKSON_HOLE_CLUSTER
0WY1,JACKSON_HOLE_CLUSTER
0XA0,DALLAS_CLUSTER
0XA1,DALLAS_CLUSTER
0XA2,OTHER_CLUSTER
0XA3,HOUSTON_CLUSTER
0XA4,HOUSTON_CLUSTER
0XA5,HOUSTON_CLUSTER
0XA6,DALLAS_CLUSTER
0XA7,HOUSTON_CLUSTER
0XA9,DALLAS_CLUSTER
0XS0,HOUSTON_CLUSTER
0XS1,HOUSTON_CLUSTER
0XS2,DALLAS_CLUSTER
0XS3,HOUSTON_CLUSTER
0XS4,DALLAS_CLUSTER
0XS6,DALLAS_CLUSTER
0XS7,HOUSTON_CLUSTER
0XS8,HOUSTON_CLUSTER
0XS9,DALLAS_CLUSTER
10AK,OTHER_CLUSTER
10AL,ATLANTA_CLUSTER
10AZ,PHOENIX_CLUSTER
10CA,LOS_ANGELES_CLUSTER
10CN,SAN_FRANCISCO_CLUSTER
10CT,NEW_YORK_CLUSTER
10FA,ORLANDO_CLUSTER
10FD,ORLANDO_CLUSTER
10FL,MIAMI_CLUSTER
10GA,ATLANTA_CLUSTER
10IA,CHICAGO_CLUSTER
10ID,JACKSON_HOLE_CLUSTER
10II,CHICAGO_CLUSTER
10IL,CHICAGO_CLUSTER
10KS,OTHER_CLUSTER
10LA,HOUSTON_CLUSTER
10MA,BOSTON_CLUSTER
10ME,BOSTON_CLUSTER
10MI,CHICAGO_CLUSTER
10MN,OTHER_CLUSTER
10MT,OTHER_CLUSTER
10MU,OTHER_CLUSTER
10NC,WASHINGTON_DC_CLUSTER
10ND,OTHER_CLUSTER
10NH,BOSTON_CLUSTER
10NK,BOSTON_CLUSTER
10NR,ATLANTA_CLUSTER
10OH,CHICAGO_CLUSTER
10OK,DALLAS_CLUSTER
10PA,NEW_YORK_CLUSTER
10PN,NEW_YORK_CLUSTER
10SC,ATLANTA_CLUSTER
10SD,DENVER_CLUSTER
10TA,HOUSTON_CLUSTER
10TN,ATLANTA_CLUSTER
10TX,HOUSTON_CLUSTER
10UT,LAS_VEGAS_CLUSTER
10VA,WASHINGTON_DC_CLUSTER
10VG,WASHINGTON_DC_CLUSTER
10WI,CHICAGO_CLUSTER
10WY,JACKSON_HOLE_CLUSTER
10XA,HOUSTON_CLUSTER
10XS,DALLAS_CLUSTER
11AK,OTHER_CLUSTER
11AL,ATLANTA_CLUSTER
11AR,DALLAS_CLUSTER
11AZ,PHOENIX_CLUSTER
11CA,SAN_FRANCISCO_CLUSTER
11CL,LOS_ANGELES_CLUSTER
11CN,SAN_FRANCISCO_CLUSTER
11CO,VAIL_CLUSTER
11FA,MIAMI_CLUSTER
11FD,ATLANTA_CLUSTER
11FL,ORLANDO_CLUSTER
11GE,ATLANTA_CLUSTER
11IA,CHICAGO_CLUSTER
11II,CHICAGO_CLUSTER
11IL,CHICAGO_CLUSTER
11IN,CHICAGO_CLUSTER
11IS,CHICAGO_CLUSTER
11KY,CHICAGO_CLUSTER
11LA,OTHER_CLUSTER
11LL,CHICAGO_CLUSTER
11LS,HOUSTON_CLUSTER
11MA,BOSTON_CLUSTER
11MD,WASHINGTON_DC_CLUSTER
11MO,CHICAGO_CLUSTER
11MT,JACKSON_HOLE_CLUSTER
11MU,OTHER_CLUSTER
11NC,WASHINGTON_DC_CLUSTER
11NJ,NEW_YORK_CLUSTER
11NK,NEW_YORK_CLUSTER
11NR,OTHER_CLUSTER
11OA,WASHINGTON_DC_CLUSTER
11OG,SEATTLE_CLUSTER
11OH,CHICAGO_CLUSTER
11PN,WASHINGTON_DC_CLUSTER
11TE,DALLAS_CLUSTER
11TS,DALLAS_CLUSTER
11TX,DALLAS_CLUSTER
11UT,JACKSON_HOLE_CLUSTER
11VA,WASHINGTON_DC_CLUSTER
11VG,WASHINGTON_DC_CLUSTER
11WA,SEATTLE_CLUSTER
11WN,CHICAGO_CLUSTER
11XS,HOUSTON_CLUSTER
12AL,ATLANTA_CLUSTER
12AR,OTHER_CLUSTER
12AZ,PHOENIX_CLUSTER
12CA,SAN_FRANCISCO_CLUSTER
12CL,SAN_FRANCISCO_CLUSTER
12CN,SAN_FRANCISCO_CLUSTER
12CO,ASPEN_CLUSTER
12FD,ORLANDO_CLUSTER
12FL,ORLANDO_CLUSTER
12GA,ATLANTA_CLUSTER
12GE,ATLANTA_CLUSTER
12IA,OTHER_CLUSTER
12ID,JACKSON_HOLE_CLUSTER
12II,CHICAGO_CLUSTER
12IL,CHICAGO_CLUSTER
12IN,CHICAGO_CLUSTER
12IS,CHICAGO_CLUSTER
12JY,NEW_YORK_CLUSTER
12KS,OTHER_CLUSTER
12KY,CHICAGO_CLUSTER
12LA,HOUSTON_CLUSTER
12LS,HOUSTON_CLUSTER
12MA,BOSTON_CLUSTER
12MD,WASHINGTON_DC_CLUSTER
12ME,BOSTON_CLUSTER
12MI,CHICAGO_CLUSTER
12MT,OTHER_CLUSTER
12NC,WASHINGTON_DC_CLUSTER
12ND,OTHER_CLUSTER
12NE,DENVER_CLUSTER
12NH,BOSTON_CLUSTER
12NK,BOSTON_CLUSTER
12NR,OTHER_CLUSTER
12OA,CHICAGO_CLUSTER
12OH,CHICAGO_CLUSTER
12OR,OTHER_CLUSTER
12PA,WASHINGTON_DC_CLUSTER
12PN,NEW_YORK_CLUSTER
12PR,SAN_JUAN_CLUSTER
12PS,WASHINGTON_DC_CLUSTER
12SC,ATLANTA_CLUSTER
12TA,HOUSTON_CLUSTER
12TE,DALLAS_CLUSTER
12TN,ATLANTA_CLUSTER
12TS,DALLAS_CLUSTER
12TT,DALLAS_CLUSTER
12TX,DALLAS_CLUSTER
12VA,WASHINGTON_DC_CLUSTER
12WA,SEATTLE_CLUSTER
12WI,CHICAGO_CLUSTER
12WV,WASHINGTON_DC_CLUSTER
12WY,JACKSON_HOLE_CLUSTER
12XA,OTHER_CLUSTER
12XS,OTHER_CLUSTER
13AK,OTHER_CLUSTER
13AL,ATLANTA_CLUSTER
13AR,DALLAS_CLUSTER
13AZ,PHOENIX_CLUSTER
13CA,LOS_ANGELES_CLUSTER
13CL,SAN_FRANCISCO_CLUSTER
13CO,VAIL_CLUSTER
13FA,ORLANDO_CLUSTER
13FL,ORLANDO_CLUSTER
13GA,ATLANTA_CLUSTER
13GE,ATLANTA_CLUSTER
13IA,CHICAGO_CLUSTER
13ID,JACKSON_HOLE_CLUSTER
13II,CHICAGO_CLUSTER
13IL,CHICAGO_CLUSTER
13IN,CHICAGO_CLUSTER
13JY,NEW_YORK_CLUSTER
13KS,OTHER_CLUSTER
13KY,CHICAGO_CLUSTER
13LA,HOUSTON_CLUSTER
13LL,CHICAGO_CLUSTER
13ME,BOSTON_CLUSTER
13MI,CHICAGO_CLUSTER
13MO,OTHER_CLUSTER
13MS,OTHER_CLUSTER
13MT,OTHER_CLUSTER
13NC,WASHINGTON_DC_CLUSTER
13NE,DENVER_CLUSTER
13NH,BOSTON_CLUSTER
13NJ,NEW_YORK_CLUSTER
13NK,NEW_YORK_CLUSTER
13NM,PHOENIX_CLUSTER
13NR,WASHINGTON_DC_CLUSTER
13NY,NEW_YORK_CLUSTER
13OI,WASHINGTON_DC_CLUSTER
13OK,DALLAS_CLUSTER
13OR,SEATTLE_CLUSTER
13PA,WASHINGTON_DC_CLUSTER
13PN,NEW_YORK_CLUSTER
13PS,NEW_YORK_CLUSTER
13TE,HOUSTON_CLUSTER
13TN,ATLANTA_CLUSTER
13TS,HOUSTON_CLUSTER
13VA,WASHINGTON_DC_CLUSTER
13VG,WASHINGTON_DC_CLUSTER
13WI,CHICAGO_CLUSTER
13XA,DALLAS_CLUSTER
13XS,DALLAS_CLUSTER
14AK,OTHER_CLUSTER
14AL,ATLANTA_CLUSTER
14AN,OTHER_CLUSTER
14AZ,PHOENIX_CLUSTER
14CA,LOS_ANGELES_CLUSTER
14CL,LOS_ANGELES_CLUSTER
14CO,DENVER_CLUSTER
14CT,BOSTON_CLUSTER
14GA,ATLANTA_CLUSTER
14GE,ATLANTA_CLUSTER
14IA,OTHER_CLUSTER
14ID,JACKSON_HOLE_CLUSTER
14IS,CHICAGO_CLUSTER
14KS,OTHER_CLUSTER
14KY,CHICAGO_CLUSTER
14LL,CHICAGO_CLUSTER
14LS,HOUSTON_CLUSTER
14ME,BOSTON_CLUSTER
14MN,OTHER_CLUSTER
14MS,ATLANTA_CLUSTER
14NC,WASHINGTON_DC_CLUSTER
14ND,OTHER_CLUSTER
14NH,BOSTON_CLUSTER
14NJ,WASHINGTON_DC_CLUSTER
14NK,BOSTON_CLUSTER
14NR,WASHINGTON_DC_CLUSTER
14NY,NEW_YORK_CLUSTER
14OH,CHICAGO_CLUSTER
14OI,CHICAGO_CLUSTER
14PA,NEW_YORK_CLUSTER
14PR,SAN_JUAN_CLUSTER
14PS,WASHINGTON_DC_CLUSTER
14SC,ATLANTA_CLUSTER
14SN,OTHER_CLUSTER
14TE,DALLAS_CLUSTER
14TN,OTHER_CLUSTER
14TS,HOUSTON_CLUSTER
14TT,DALLAS_CLUSTER
14TX,HOUSTON_CLUSTER
14UT,JACKSON_HOLE_CLUSTER
14VA,WASHINGTON_DC_CLUSTER
14VG,WASHINGTON_DC_CLUSTER
14VT,BOSTON_CLUSTER
14WA,SEATTLE_CLUSTER
14WI,OTHER_CLUSTER
14WS,OTHER_CLUSTER
14WV,WASHINGTON_DC_CLUSTER
14XA,DALLAS_CLUSTER
14XS,HOUSTON_CLUSTER
15AK,OTHER_CLUSTER
15AL,ATLANTA_CLUSTER
15AR,OTHER_CLUSTER
15CA,SAN_FRANCISCO_CLUSTER
15CO,DENVER_CLUSTER
15FA,ORLANDO_CLUSTER
15FL,ORLANDO_CLUSTER
15GA,ATLANTA_CLUSTER
15IA,CHICAGO_CLUSTER
15ID,SEATTLE_CLUSTER
15II,CHICAGO_CLUSTER
15IL,CHICAGO_CLUSTER
15IN,CHICAGO_CLUSTER
15KS,OTHER_CLUSTER
15KT,ATLANTA_CLUSTER
15KY,OTHER_CLUSTER
15LL,CHICAGO_CLUSTER
15LS,HOUSTON_CLUSTER
15MA,BOSTON_CLUSTER
15ME,BOSTON_CLUSTER
15MI,CHICAGO_CLUSTER
15MN,OTHER_CLUSTER
15MO,CHICAGO_CLUSTER
15MT,OTHER_CLUSTER
15NC,WASHINGTON_DC_CLUSTER
15NE,OTHER_CLUSTER
15NH,BOSTON_CLUSTER
15NJ,NEW_YORK_CLUSTER
15NR,ATLANTA_CLUSTER
15NY,NEW_YORK_CLUSTER
15OH,WASHINGTON_DC_CLUSTER
15OI,CHICAGO_CLUSTER
15OR,SEATTLE_CLUSTER
15PN,NEW_YORK_CLUSTER
15PS,WASHINGTON_DC_CLUSTER
15SD,OTHER_CLUSTER
15TA,DALLAS_CLUSTER
15TE,HOUSTON_CLUSTER
15TN,ATLANTA_CLUSTER
15TS,DALLAS_CLUSTER
15TT,DALLAS_CLUSTER
15VA,WASHINGTON_DC_CLUSTER
15WA,SEATTLE_CLUSTER
15WI,CHICAGO_CLUSTER
15XS,HOUSTON_CLUSTER
16AK,OTHER_CLUSTER
16AL,ATLANTA_CLUSTER
16AR,DALLAS_CLUSTER
16AZ,PHOENIX_CLUSTER
16CA,SAN_FRANCISCO_CLUSTER
16CL,SAN_FRANCISCO_CLUSTER
16CO,ASPEN_CLUSTER
16DE,WASHINGTON_DC_CLUSTER
16FA,MIAMI_CLUSTER
16FD,ORLANDO_CLUSTER
16FL,ATLANTA_CLUSTER
16GA,ATLANTA_CLUSTER
16IA,OTHER_CLUSTER
16ID,JACKSON_HOLE_CLUSTER
16IL,CHICAGO_CLUSTER
16IN,CHICAGO_CLUSTER
16IS,CHICAGO_CLUSTER
16KS,DALLAS_CLUSTER
16LA,HOUSTON_CLUSTER
16LL,CHICAGO_CLUSTER
16MA,BOSTON_CLUSTER
16MD,WASHINGTON_DC_CLUSTER
16ME,OTHER_CLUSTER
16MI,CHICAGO_CLUSTER
16MO,CHICAGO_CLUSTER
16MS,ATLANTA_CLUSTER
16MT,JACKSON_HOLE_CLUSTER
16NC,WASHINGTON_DC_CLUSTER
16ND,OTHER_CLUSTER
16NE,OTHER_CLUSTER
16NH,BOSTON_CLUSTER
16NJ,NEW_YORK_CLUSTER
16NK,NEW_YORK_CLUSTER
16OI,CHICAGO_CLUSTER
16PA,WASHINGTON_DC_CLUSTER
16PN,WASHINGTON_DC_CLUSTER
16SC,ATLANTA_CLUSTER
16SD,OTHER_CLUSTER
16TA,OTHER_CLUSTER
16TE,DALLAS_CLUSTER
16TN,ATLANTA_CLUSTER
16TS,DALLAS_CLUSTER
16TT,HOUSTON_CLUSTER
16UT,JACKSON_HOLE_CLUSTER
16VG,WASHINGTON_DC_CLUSTER
16WA,SEATTLE_CLUSTER
16WI,CHICAGO_CLUSTER
16XA,DALLAS_CLUSTER
16XS,HOUSTON_CLUSTER
17AK,OTHER_CLUSTER
17AL,ATLANTA_CLUSTER
17AR,DALLAS_CLUSTER
17AZ,PHOENIX_CLUSTER
17CL,SAN_FRANCISCO_CLUSTER
17CO,DENVER_CLUSTER
17FA,MIAMI_CLUSTER
17FL,ORLANDO_CLUSTER
17GA,ATLANTA_CLUSTER
17GE,ATLANTA_CLUSTER
17ID,JACKSON_HOLE_CLUSTER
17II,CHICAGO_CLUSTER
17IN,CHICAGO_CLUSTER
17KY,ATLANTA_CLUSTER
17LS,HOUSTON_CLUSTER
17MA,BOSTON_CLUSTER
17MD,WASHINGTON_DC_CLUSTER
17ME,OTHER_CLUSTER
17MI,CHICAGO_CLUSTER
17MN,OTHER_CLUSTER
17MO,CHICAGO_CLUSTER
17MS,OTHER_CLUSTER
17MT,OTHER_CLUSTER
17MU,OTHER_CLUSTER
17NC,OTHER_CLUSTER
17NE,OTHER_CLUSTER
17NH,BOSTON_CLUSTER
17NJ,NEW_YORK_CLUSTER
17NK,NEW_YORK_CLUSTER
17NR,WASHINGTON_DC_CLUSTER
17OG,SEATTLE_CLUSTER
17OH,CHICAGO_CLUSTER
17OI,CHICAGO_CLUSTER
17OR,SEATTLE_CLUSTER
17PA,NEW_YORK_CLUSTER
17PN,NEW_YORK_CLUSTER
17PS,WASHINGTON_DC_CLUSTER
17SC,ATLANTA_CLUSTER
17SD,OTHER_CLUSTER
17TA,DALLAS_CLUSTER
17TE,HOUSTON_CLUSTER
17TN,ATLANTA_CLUSTER
17TS,OTHER_CLUSTER
17TT,HOUSTON_CLUSTER
17TX,DALLAS_CLUSTER
17WA,SEATTLE_CLUSTER
17WI,CHICAGO_CLUSTER
17WT,SEATTLE_CLUSTER
17XA,DALLAS_CLUSTER
17XS,DALLAS_CLUSTER
18AA,OTHER_CLUSTER
18AK,OTHER_CLUSTER
18AL,ATLANTA_CLUSTER
18AR,DALLAS_CLUSTER
18AZ,PHOENIX_CLUSTER
18CA,SAN_FRANCISCO_CLUSTER
18CL,SAN_FRANCISCO_CLUSTER
18CO,ASPEN_CLUSTER
18FD,ATLANTA_CLUSTER
18GA,ATLANTA_CLUSTER
18GE,ATLANTA_CLUSTER
18HI,HONOLULU_CLUSTER
18ID,JACKSON_HOLE_CLUSTER
18II,CHICAGO_CLUSTER
18IL,CHICAGO_CLUSTER
18JY,SEATTLE_CLUSTER
18KS,DALLAS_CLUSTER
18KY,OTHER_CLUSTER
18LA,HOUSTON_CLUSTER
18LS,HOUSTON_CLUSTER
18MA,BOSTON_CLUSTER
18MD,WASHINGTON_DC_CLUSTER
18ME,BOSTON_CLUSTER
18MN,OTHER_CLUSTER
18MO,OTHER_CLUSTER
18MS,OTHER_CLUSTER
18MT,JACKSON_HOLE_CLUSTER
18NC,ATLANTA_CLUSTER
18ND,OTHER_CLUSTER
18NE,OTHER_CLUSTER
18NH,BOSTON_CLUSTER
18NJ,NEW_YORK_CLUSTER
18NR,WASHINGTON_DC_CLUSTER
18NY,NEW_YORK_CLUSTER
18OH,CHICAGO_CLUSTER
18OI,CHICAGO_CLUSTER
18OK,DALLAS_CLUSTER
18OR,SEATTLE_CLUSTER
18PA,NEW_YORK_CLUSTER
18PN,WASHINGTON_DC_CLUSTER
18SD,OTHER_CLUSTER
18TA,DALLAS_CLUSTER
18TE,DALLAS_CLUSTER
18TN,ATLANTA_CLUSTER
18TX,DALLAS_CLUSTER
18UT,JACKSON_HOLE_CLUSTER
18VA,WASHINGTON_DC_CLUSTER
18VT,BOSTON_CLUSTER
18WA,SEATTLE_CLUSTER
18WI,CHICAGO_CLUSTER
18WV,WASHINGTON_DC_CLUSTER
18XA,HOUSTON_CLUSTER
18XS,DALLAS_CLUSTER
19AK,OTHER_CLUSTER
19AL,ATLANTA_CLUSTER
19AR,OTHER_CLUSTER
19AZ,PHOENIX_CLUSTER
19CO,DENVER_CLUSTER
19FD,ORLANDO_CLUSTER
19FL,ORLANDO_CLUSTER
19GA,ATLANTA_CLUSTER
19IA,CHICAGO_CLUSTER
19ID,JACKSON_HOLE_CLUSTER
19II,CHICAGO_CLUSTER
19IS,CHICAGO_CLUSTER
19KS,OTHER_CLUSTER
19KY,CHICAGO_CLUSTER
19LL,CHICAGO_CLUSTER
19LS,OTHER_CLUSTER
19MA,BOSTON_CLUSTER
19MI,CHICAGO_CLUSTER
19MN,OTHER_CLUSTER
19MT,JACKSON_HOLE_CLUSTER
19NC,WASHINGTON_DC_CLUSTER
19ND,OTHER_CLUSTER
19NE,DENVER_CLUSTER
19NH,BOSTON_CLUSTER
19NK,NEW_YORK_CLUSTER
19NR,WASHINGTON_DC_CLUSTER
19NY,NEW_YORK_CLUSTER
19OI,WASHINGTON_DC_CLUSTER
19OR,SEATTLE_CLUSTER
19PA,NEW_YORK_CLUSTER
19SC,ATLANTA_CLUSTER
19TA,DALLAS_CLUSTER
19TN,ATLANTA_CLUSTER
19VA,ATLANTA_CLUSTER
19VT,BOSTON_CLUSTER
19WA,SEATTLE_CLUSTER
19WI,OTHER_CLUSTER
19XA,DALLAS_CLUSTER
19XS,DALLAS_CLUSTER
1AK0,OTHER_CLUSTER
1AK1,OTHER_CLUSTER
1AK2,OTHER_CLUSTER
1AK4,OTHER_CLUSTER
1AK5,OTHER_CLUSTER
1AK6,OTHER_CLUSTER
1AK7,OTHER_CLUSTER
1AK8,OTHER_CLUSTER
1AL0,ATLANTA_CLUSTER
1AL1,ATLANTA_CLUSTER
1AL2,ATLANTA_CLUSTER
1AL4,ATLANTA_CLUSTER
1AL5,ATLANTA_CLUSTER
1AL6,ATLANTA_CLUSTER
1AL7,ATLANTA_CLUSTER
1AL8,ATLANTA_CLUSTER
1AR0,OTHER_CLUSTER
1AR1,OTHER_CLUSTER
1AR2,OTHER_CLUSTER
1AR5,DALLAS_CLUSTER
1AR6,OTHER_CLUSTER
1AR7,DALLAS_CLUSTER
1AR9,OTHER_CLUSTER
1AZ0,PHOENIX_CLUSTER
1AZ1,PHOENIX_CLUSTER
1AZ3,PHOENIX_CLUSTER
1AZ4,PHOENIX_CLUSTER
