AircraftType,corridor,month,seasonality_index,cluster_label,slab,intensity
Light Jet,Denver -> Phoenix Valley,Jul,0.48,winter-spring-peak,< 0.5x,0
Light Jet,Denver -> Phoenix Valley,Aug,0.73,winter-spring-peak,0.7x-1.0x,2
Light Jet,Denver -> Phoenix Valley,Sep,0.45,winter-spring-peak,< 0.5x,0
Light Jet,Denver -> Phoenix Valley,Oct,1.16,winter-spring-peak,1.0x-1.3x,3
Light Jet,Denver -> Phoenix Valley,Nov,1.01,winter-spring-peak,1.0x-1.3x,3
Light Jet,Denver -> Phoenix Valley,Dec,1.08,winter-spring-peak,1.0x-1.3x,3
Light Jet,Denver -> South Florida,Jan,1.91,winter-spring-peak,>= 1.6x,5
Light Jet,Denver -> South Florida,Feb,1.43,winter-spring-peak,1.3x-1.6x,4
Light Jet,Denver -> South Florida,Mar,1.91,winter-spring-peak,>= 1.6x,5
Light Jet,Denver -> South Florida,Apr,1.36,winter-spring-peak,1.3x-1.6x,4
Light Jet,Denver -> South Florida,May,0.55,winter-spring-peak,0.5x-0.7x,1
Light Jet,Denver -> South Florida,Jun,0.34,winter-spring-peak,< 0.5x,0
Light Jet,Denver -> South Florida,Jul,0.75,winter-spring-peak,0.7x-1.0x,2
Light Jet,Denver -> South Florida,Aug,0.61,winter-spring-peak,0.5x-0.7x,1
Light Jet,Denver -> South Florida,Sep,0.41,winter-spring-peak,< 0.5x,0
Light Jet,Denver -> South Florida,Oct,0.75,winter-spring-peak,0.7x-1.0x,2
Light Jet,Denver -> South Florida,Nov,0.48,winter-spring-peak,< 0.5x,0
Light Jet,Denver -> South Florida,Dec,1.5,winter-spring-peak,1.3x-1.6x,4
Light Jet,Detroit -> Phoenix Valley,Jan,1.03,winter-spring-peak,1.0x-1.3x,3
Light Jet,Detroit -> Phoenix Valley,Feb,1.37,winter-spring-peak,1.3x-1.6x,4
Light Jet,Detroit -> Phoenix Valley,Mar,1.03,winter-spring-peak,1.0x-1.3x,3
Light Jet,Detroit -> Phoenix Valley,Apr,0.69,winter-spring-peak,0.5x-0.7x,1
Light Jet,Detroit -> Phoenix Valley,May,0.69,winter-spring-peak,0.5x-0.7x,1
Light Jet,Detroit -> Phoenix Valley,Jun,0.69,winter-spring-peak,0.5x-0.7x,1
Light Jet,Detroit -> Phoenix Valley,Jul,0.69,winter-spring-peak,0.5x-0.7x,1
Light Jet,Detroit -> Phoenix Valley,Aug,0.69,winter-spring-peak,0.5x-0.7x,1
Light Jet,Detroit -> Phoenix Valley,Sep,1.37,winter-spring-peak,1.3x-1.6x,4
Light Jet,Detroit -> Phoenix Valley,Oct,0.34,winter-spring-peak,< 0.5x,0
Light Jet,Detroit -> Phoenix Valley,Nov,1.71,winter-spring-peak,>= 1.6x,5
Light Jet,Detroit -> Phoenix Valley,Dec,1.71,winter-spring-peak,>= 1.6x,5
Light Jet,Detroit -> South Florida,Jan,1.34,winter-spring-peak,1.3x-1.6x,4
Light Jet,Detroit -> South Florida,Feb,1.37,winter-spring-peak,1.3x-1.6x,4
Light Jet,Detroit -> South Florida,Mar,1.27,winter-spring-peak,1.0x-1.3x,3
Light Jet,Detroit -> South Florida,Apr,1.08,winter-spring-peak,1.0x-1.3x,3
Light Jet,Detroit -> South Florida,May,0.78,winter-spring-peak,0.7x-1.0x,2
Light Jet,Detroit -> South Florida,Jun,0.54,winter-spring-peak,0.5x-0.7x,1
Light Jet,Detroit -> South Florida,Jul,0.51,winter-spring-peak,0.5x-0.7x,1
Light Jet,Detroit -> South Florida,Aug,0.43,winter-spring-peak,< 0.5x,0
Light Jet,Detroit -> South Florida,Sep,0.65,winter-spring-peak,0.5x-0.7x,1
Light Jet,Detroit -> South Florida,Oct,1.12,winter-spring-peak,1.0x-1.3x,3
Light Jet,Detroit -> South Florida,Nov,1.28,winter-spring-peak,1.0x-1.3x,3
Light Jet,Detroit -> South Florida,Dec,1.63,winter-spring-peak,>= 1.6x,5
Light Jet,Houston -> Dallas,Jan,1.43,winter-spring-peak,1.3x-1.6x,4
Light Jet,Houston -> Dallas,Feb,1.52,winter-spring-peak,1.3x-1.6x,4
Light Jet,Houston -> Dallas,Mar,1.05,winter-spring-peak,1.0x-1.3x,3
Light Jet,Houston -> Dallas,Apr,1.43,winter-spring-peak,1.3x-1.6x,4
Light Jet,Houston -> Dallas,May,1.33,winter-spring-peak,1.3x-1.6x,4
Light Jet,Houston -> Dallas,Jun,0.38,winter-spring-peak,< 0.5x,0
Light Jet,Houston -> Dallas,Jul,0.38,winter-spring-peak,< 0.5x,0
Light Jet,Houston -> Dallas,Aug,0.29,winter-spring-peak,< 0.5x,0
Light Jet,Houston -> Dallas,Sep,0.67,winter-spring-peak,0.5x-0.7x,1
Light Jet,Houston -> Dallas,Oct,0.48,winter-spring-peak,< 0.5x,0
Light Jet,Houston -> Dallas,Nov,1.43,winter-spring-peak,1.3x-1.6x,4
Light Jet,Houston -> Dallas,Dec,1.62,winter-spring-peak,>= 1.6x,5
Light Jet,Houston -> LA Basin,Jan,1.81,winter-spring-peak,>= 1.6x,5
Light Jet,Houston -> LA Basin,Feb,1.1,winter-spring-peak,1.0x-1.3x,3
Light Jet,Houston -> LA Basin,Mar,1.03,winter-spring-peak,1.0x-1.3x,3
Light Jet,Houston -> LA Basin,Apr,1.29,winter-spring-peak,1.0x-1.3x,3
Light Jet,Houston -> LA Basin,May,1.16,winter-spring-peak,1.0x-1.3x,3
Light Jet,Houston -> LA Basin,Jun,0.52,winter-spring-peak,0.5x-0.7x,1
Light Jet,Houston -> LA Basin,Jul,0.32,winter-spring-peak,< 0.5x,0
Light Jet,Houston -> LA Basin,Aug,0.52,winter-spring-peak,0.5x-0.7x,1
Light Jet,Houston -> LA Basin,Sep,0.52,winter-spring-peak,0.5x-0.7x,1
Light Jet,Houston -> LA Basin,Oct,1.74,winter-spring-peak,>= 1.6x,5
Light Jet,Houston -> LA Basin,Nov,0.77,winter-spring-peak,0.7x-1.0x,2
Light Jet,Houston -> LA Basin,Dec,1.23,winter-spring-peak,1.0x-1.3x,3
Light Jet,Houston -> Phoenix Valley,Jan,1.17,winter-spring-peak,1.0x-1.3x,3
Light Jet,Houston -> Phoenix Valley,Feb,1.29,winter-spring-peak,1.0x-1.3x,3
Light Jet,Houston -> Phoenix Valley,Mar,1.11,winter-spring-peak,1.0x-1.3x,3
Light Jet,Houston -> Phoenix Valley,Apr,1.4,winter-spring-peak,1.3x-1.6x,4
Light Jet,Houston -> Phoenix Valley,May,1.46,winter-spring-peak,1.3x-1.6x,4
Light Jet,Houston -> Phoenix Valley,Jun,0.7,winter-spring-peak,0.7x-1.0x,2
Light Jet,Houston -> Phoenix Valley,Jul,0.64,winter-spring-peak,0.5x-0.7x,1
Light Jet,Houston -> Phoenix Valley,Aug,0.7,winter-spring-peak,0.7x-1.0x,2
Light Jet,Houston -> Phoenix Valley,Sep,0.7,winter-spring-peak,0.7x-1.0x,2
Light Jet,Houston -> Phoenix Valley,Oct,0.76,winter-spring-peak,0.7x-1.0x,2
Light Jet,Houston -> Phoenix Valley,Nov,1.23,winter-spring-peak,1.0x-1.3x,3
Light Jet,Houston -> Phoenix Valley,Dec,0.82,winter-spring-peak,0.7x-1.0x,2
Light Jet,Houston -> San Antonio,Jan,1.97,winter-spring-peak,>= 1.6x,5
Light Jet,Houston -> San Antonio,Feb,1.22,winter-spring-peak,1.0x-1.3x,3
Light Jet,Houston -> San Antonio,Mar,1.37,winter-spring-peak,1.3x-1.6x,4
Light Jet,Houston -> San Antonio,Apr,1.06,winter-spring-peak,1.0x-1.3x,3
Light Jet,Houston -> San Antonio,May,1.67,winter-spring-peak,>= 1.6x,5
Light Jet,Houston -> San Antonio,Jun,0.3,winter-spring-peak,< 0.5x,0
Light Jet,Houston -> San Antonio,Jul,0.46,winter-spring-peak,< 0.5x,0
Light Jet,Houston -> San Antonio,Aug,0.3,winter-spring-peak,< 0.5x,0
Light Jet,Houston -> San Antonio,Sep,0.3,winter-spring-peak,< 0.5x,0
Light Jet,Houston -> San Antonio,Oct,0.76,winter-spring-peak,0.7x-1.0x,2
Light Jet,Houston -> San Antonio,Nov,1.52,winter-spring-peak,1.3x-1.6x,4
Light Jet,Houston -> San Antonio,Dec,1.06,winter-spring-peak,1.0x-1.3x,3
Light Jet,Houston -> South Florida,Jan,1.53,winter-spring-peak,1.3x-1.6x,4
Light Jet,Houston -> South Florida,Feb,1.14,winter-spring-peak,1.0x-1.3x,3
Light Jet,Houston -> South Florida,Mar,0.99,winter-spring-peak,0.7x-1.0x,2
Light Jet,Houston -> South Florida,Apr,1.2,winter-spring-peak,1.0x-1.3x,3
Light Jet,Houston -> South Florida,May,1.32,winter-spring-peak,1.3x-1.6x,4
Light Jet,Houston -> South Florida,Jun,0.64,winter-spring-peak,0.5x-0.7x,1
Light Jet,Houston -> South Florida,Jul,0.77,winter-spring-peak,0.7x-1.0x,2
Light Jet,Houston -> South Florida,Aug,0.7,winter-spring-peak,0.7x-1.0x,2
Light Jet,Houston -> South Florida,Sep,0.64,winter-spring-peak,0.5x-0.7x,1
Light Jet,Houston -> South Florida,Oct,0.87,winter-spring-peak,0.7x-1.0x,2
Light Jet,Houston -> South Florida,Nov,1.06,winter-spring-peak,1.0x-1.3x,3
Light Jet,Houston -> South Florida,Dec,1.14,winter-spring-peak,1.0x-1.3x,3
Light Jet,LA Basin -> Atlanta,Jan,1.33,winter-spring-peak,1.3x-1.6x,4
Light Jet,LA Basin -> Atlanta,Feb,0.53,winter-spring-peak,0.5x-0.7x,1
Light Jet,LA Basin -> Atlanta,Mar,0.53,winter-spring-peak,0.5x-0.7x,1
Light Jet,LA Basin -> Atlanta,Apr,1.87,winter-spring-peak,>= 1.6x,5
Light Jet,LA Basin -> Atlanta,May,1.33,winter-spring-peak,1.3x-1.6x,4
Light Jet,LA Basin -> Atlanta,Jun,0.27,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> Atlanta,Jul,0.0,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> Atlanta,Aug,0.27,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> Atlanta,Sep,1.87,winter-spring-peak,>= 1.6x,5
Light Jet,LA Basin -> Atlanta,Oct,1.33,winter-spring-peak,1.3x-1.6x,4
Light Jet,LA Basin -> Atlanta,Nov,1.87,winter-spring-peak,>= 1.6x,5
Light Jet,LA Basin -> Atlanta,Dec,0.8,winter-spring-peak,0.7x-1.0x,2
Light Jet,LA Basin -> Bay Area,Jan,1.48,winter-spring-peak,1.3x-1.6x,4
Light Jet,LA Basin -> Bay Area,Feb,1.93,winter-spring-peak,>= 1.6x,5
Light Jet,LA Basin -> Bay Area,Mar,2.37,winter-spring-peak,>= 1.6x,5
Light Jet,LA Basin -> Bay Area,Apr,0.59,winter-spring-peak,0.5x-0.7x,1
Light Jet,LA Basin -> Bay Area,May,1.04,winter-spring-peak,1.0x-1.3x,3
Light Jet,LA Basin -> Bay Area,Jun,0.15,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> Bay Area,Jul,0.3,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> Bay Area,Aug,0.44,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> Bay Area,Sep,0.59,winter-spring-peak,0.5x-0.7x,1
Light Jet,LA Basin -> Bay Area,Oct,0.74,winter-spring-peak,0.7x-1.0x,2
Light Jet,LA Basin -> Bay Area,Nov,0.89,winter-spring-peak,0.7x-1.0x,2
Light Jet,LA Basin -> Bay Area,Dec,1.48,winter-spring-peak,1.3x-1.6x,4
Light Jet,LA Basin -> Houston,Jan,1.41,winter-spring-peak,1.3x-1.6x,4
Light Jet,LA Basin -> Houston,Feb,1.26,winter-spring-peak,1.0x-1.3x,3
Light Jet,LA Basin -> Houston,Mar,0.9,winter-spring-peak,0.7x-1.0x,2
Light Jet,LA Basin -> Houston,Apr,1.15,winter-spring-peak,1.0x-1.3x,3
Light Jet,LA Basin -> Houston,May,1.21,winter-spring-peak,1.0x-1.3x,3
Light Jet,LA Basin -> Houston,Jun,0.45,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> Houston,Jul,0.4,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> Houston,Aug,0.35,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> Houston,Sep,0.95,winter-spring-peak,0.7x-1.0x,2
Light Jet,LA Basin -> Houston,Oct,1.26,winter-spring-peak,1.0x-1.3x,3
Light Jet,LA Basin -> Houston,Nov,1.1,winter-spring-peak,1.0x-1.3x,3
Light Jet,LA Basin -> Houston,Dec,1.56,winter-spring-peak,1.3x-1.6x,4
Light Jet,LA Basin -> North Florida,Jan,2.88,winter-spring-peak,>= 1.6x,5
Light Jet,LA Basin -> North Florida,Feb,3.84,winter-spring-peak,>= 1.6x,5
Light Jet,LA Basin -> North Florida,Mar,0.96,winter-spring-peak,0.7x-1.0x,2
Light Jet,LA Basin -> North Florida,Apr,0.48,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> North Florida,May,0.48,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> North Florida,Jun,0.0,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> North Florida,Jul,0.48,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> North Florida,Aug,0.0,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> North Florida,Sep,0.48,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> North Florida,Oct,0.0,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> North Florida,Nov,1.44,winter-spring-peak,1.3x-1.6x,4
Light Jet,LA Basin -> North Florida,Dec,0.96,winter-spring-peak,0.7x-1.0x,2
Light Jet,LA Basin -> South Florida,Jan,1.33,winter-spring-peak,1.3x-1.6x,4
Light Jet,LA Basin -> South Florida,Feb,0.89,winter-spring-peak,0.7x-1.0x,2
Light Jet,LA Basin -> South Florida,Mar,1.33,winter-spring-peak,1.3x-1.6x,4
Light Jet,LA Basin -> South Florida,Apr,3.11,winter-spring-peak,>= 1.6x,5
Light Jet,LA Basin -> South Florida,May,1.33,winter-spring-peak,1.3x-1.6x,4
Light Jet,LA Basin -> South Florida,Jun,0.0,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> South Florida,Jul,0.89,winter-spring-peak,0.7x-1.0x,2
Light Jet,LA Basin -> South Florida,Aug,0.44,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> South Florida,Sep,0.44,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> South Florida,Oct,0.44,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> South Florida,Nov,0.44,winter-spring-peak,< 0.5x,0
Light Jet,LA Basin -> South Florida,Dec,1.33,winter-spring-peak,1.3x-1.6x,4
Light Jet,Minneapolis -> Phoenix Valley,Jan,1.28,winter-spring-peak,1.0x-1.3x,3
Light Jet,Minneapolis -> Phoenix Valley,Feb,1.18,winter-spring-peak,1.0x-1.3x,3
Light Jet,Minneapolis -> Phoenix Valley,Mar,1.23,winter-spring-peak,1.0x-1.3x,3
Light Jet,Minneapolis -> Phoenix Valley,Apr,0.72,winter-spring-peak,0.7x-1.0x,2
Light Jet,Minneapolis -> Phoenix Valley,May,0.72,winter-spring-peak,0.7x-1.0x,2
Light Jet,Minneapolis -> Phoenix Valley,Jun,0.67,winter-spring-peak,0.5x-0.7x,1
Light Jet,Minneapolis -> Phoenix Valley,Jul,0.51,winter-spring-peak,0.5x-0.7x,1
Light Jet,Minneapolis -> Phoenix Valley,Aug,0.31,winter-spring-peak,< 0.5x,0
Light Jet,Minneapolis -> Phoenix Valley,Sep,1.08,winter-spring-peak,1.0x-1.3x,3
Light Jet,Minneapolis -> Phoenix Valley,Oct,1.59,winter-spring-peak,1.3x-1.6x,4
Light Jet,Minneapolis -> Phoenix Valley,Nov,1.18,winter-spring-peak,1.0x-1.3x,3
Light Jet,Minneapolis -> Phoenix Valley,Dec,1.54,winter-spring-peak,1.3x-1.6x,4
Light Jet,Minneapolis -> South Florida,Jan,1.51,winter-spring-peak,1.3x-1.6x,4
Light Jet,Minneapolis -> South Florida,Feb,1.42,winter-spring-peak,1.3x-1.6x,4
Light Jet,Minneapolis -> South Florida,Mar,1.51,winter-spring-peak,1.3x-1.6x,4
Light Jet,Minneapolis -> South Florida,Apr,1.02,winter-spring-peak,1.0x-1.3x,3
Light Jet,Minneapolis -> South Florida,May,0.75,winter-spring-peak,0.7x-1.0x,2
Light Jet,Minneapolis -> South Florida,Jun,0.58,winter-spring-peak,0.5x-0.7x,1
Light Jet,Minneapolis -> South Florida,Jul,0.49,winter-spring-peak,< 0.5x,0
Light Jet,Minneapolis -> South Florida,Aug,0.58,winter-spring-peak,0.5x-0.7x,1
Light Jet,Minneapolis -> South Florida,Sep,0.58,winter-spring-peak,0.5x-0.7x,1
Light Jet,Minneapolis -> South Florida,Oct,1.28,winter-spring-peak,1.0x-1.3x,3
Light Jet,Minneapolis -> South Florida,Nov,1.37,winter-spring-peak,1.3x-1.6x,4
Light Jet,Minneapolis -> South Florida,Dec,0.93,winter-spring-peak,0.7x-1.0x,2
Light Jet,Nashville -> Atlanta,Jan,0.57,winter-spring-peak,0.5x-0.7x,1
Light Jet,Nashville -> Atlanta,Feb,1.71,winter-spring-peak,>= 1.6x,5
Light Jet,Nashville -> Atlanta,Mar,1.14,winter-spring-peak,1.0x-1.3x,3
Light Jet,Nashville -> Atlanta,Apr,1.71,winter-spring-peak,>= 1.6x,5
Light Jet,Nashville -> Atlanta,May,1.71,winter-spring-peak,>= 1.6x,5
Light Jet,Nashville -> Atlanta,Jun,0.0,winter-spring-peak,< 0.5x,0
Light Jet,Nashville -> Atlanta,Jul,0.0,winter-spring-peak,< 0.5x,0
Light Jet,Nashville -> Atlanta,Aug,0.57,winter-spring-peak,0.5x-0.7x,1
Light Jet,Nashville -> Atlanta,Sep,1.14,winter-spring-peak,1.0x-1.3x,3
Light Jet,Nashville -> Atlanta,Oct,1.71,winter-spring-peak,>= 1.6x,5
Light Jet,Nashville -> Atlanta,Nov,1.14,winter-spring-peak,1.0x-1.3x,3
Light Jet,Nashville -> Atlanta,Dec,0.57,winter-spring-peak,0.5x-0.7x,1
Light Jet,Nashville -> South Florida,Jan,1.32,winter-spring-peak,1.3x-1.6x,4
Light Jet,Nashville -> South Florida,Feb,1.21,winter-spring-peak,1.0x-1.3x,3
Light Jet,Nashville -> South Florida,Mar,1.32,winter-spring-peak,1.3x-1.6x,4
Light Jet,Nashville -> South Florida,Apr,1.2,winter-spring-peak,1.0x-1.3x,3
Light Jet,Nashville -> South Florida,May,1.12,winter-spring-peak,1.0x-1.3x,3
Light Jet,Nashville -> South Florida,Jun,0.61,winter-spring-peak,0.5x-0.7x,1
Light Jet,Nashville -> South Florida,Jul,0.48,winter-spring-peak,< 0.5x,0
Light Jet,Nashville -> South Florida,Aug,0.64,winter-spring-peak,0.5x-0.7x,1
Light Jet,Nashville -> South Florida,Sep,0.55,winter-spring-peak,0.5x-0.7x,1
Light Jet,Nashville -> South Florida,Oct,0.91,winter-spring-peak,0.7x-1.0x,2
Light Jet,Nashville -> South Florida,Nov,1.2,winter-spring-peak,1.0x-1.3x,3
Light Jet,Nashville -> South Florida,Dec,1.43,winter-spring-peak,1.3x-1.6x,4
Light Jet,Nashville -> St. Louis,Jan,0.44,winter-spring-peak,< 0.5x,0
Light Jet,Nashville -> St. Louis,Feb,1.33,winter-spring-peak,1.3x-1.6x,4
Light Jet,Nashville -> St. Louis,Mar,2.22,winter-spring-peak,>= 1.6x,5
Light Jet,Nashville -> St. Louis,Apr,1.78,winter-spring-peak,>= 1.6x,5
Light Jet,Nashville -> St. Louis,May,1.78,winter-spring-peak,>= 1.6x,5
Light Jet,Nashville -> St. Louis,Jun,0.44,winter-spring-peak,< 0.5x,0
Light Jet,Nashville -> St. Louis,Jul,0.0,winter-spring-peak,< 0.5x,0
Light Jet,Nashville -> St. Louis,Aug,0.44,winter-spring-peak,< 0.5x,0
Light Jet,Nashville -> St. Louis,Sep,0.0,winter-spring-peak,< 0.5x,0
Light Jet,Nashville -> St. Louis,Oct,0.0,winter-spring-peak,< 0.5x,0
Light Jet,Nashville -> St. Louis,Nov,3.11,winter-spring-peak,>= 1.6x,5
Light Jet,Nashville -> St. Louis,Dec,0.44,winter-spring-peak,< 0.5x,0
Light Jet,New York City -> Pittsburgh,Jan,1.2,winter-spring-peak,1.0x-1.3x,3
Light Jet,New York City -> Pittsburgh,Feb,1.92,winter-spring-peak,>= 1.6x,5
Light Jet,New York City -> Pittsburgh,Mar,0.96,winter-spring-peak,0.7x-1.0x,2
Light Jet,New York City -> Pittsburgh,Apr,0.48,winter-spring-peak,< 0.5x,0
Light Jet,New York City -> Pittsburgh,May,0.96,winter-spring-peak,0.7x-1.0x,2
Light Jet,New York City -> Pittsburgh,Jun,0.72,winter-spring-peak,0.7x-1.0x,2
Light Jet,New York City -> Pittsburgh,Jul,1.2,winter-spring-peak,1.0x-1.3x,3
Light Jet,New York City -> Pittsburgh,Aug,0.72,winter-spring-peak,0.7x-1.0x,2
Light Jet,New York City -> Pittsburgh,Sep,0.24,winter-spring-peak,< 0.5x,0
Light Jet,New York City -> Pittsburgh,Oct,1.68,winter-spring-peak,>= 1.6x,5
Light Jet,New York City -> Pittsburgh,Nov,0.72,winter-spring-peak,0.7x-1.0x,2
Light Jet,New York City -> Pittsburgh,Dec,1.2,winter-spring-peak,1.0x-1.3x,3
Light Jet,New York City -> South Florida,Jan,1.25,winter-spring-peak,1.0x-1.3x,3
Light Jet,New York City -> South Florida,Feb,1.17,winter-spring-peak,1.0x-1.3x,3
Light Jet,New York City -> South Florida,Mar,1.4,winter-spring-peak,1.3x-1.6x,4
Light Jet,New York City -> South Florida,Apr,1.14,winter-spring-peak,1.0x-1.3x,3
Light Jet,New York City -> South Florida,May,0.94,winter-spring-peak,0.7x-1.0x,2
Light Jet,New York City -> South Florida,Jun,0.66,winter-spring-peak,0.5x-0.7x,1
Light Jet,New York City -> South Florida,Jul,0.36,winter-spring-peak,< 0.5x,0
Light Jet,New York City -> South Florida,Aug,0.49,winter-spring-peak,< 0.5x,0
Light Jet,New York City -> South Florida,Sep,0.55,winter-spring-peak,0.5x-0.7x,1
Light Jet,New York City -> South Florida,Oct,1.11,winter-spring-peak,1.0x-1.3x,3
Light Jet,New York City -> South Florida,Nov,1.35,winter-spring-peak,1.3x-1.6x,4
Light Jet,New York City -> South Florida,Dec,1.59,winter-spring-peak,1.3x-1.6x,4
Light Jet,North Florida -> Atlanta,Jan,2.16,winter-spring-peak,>= 1.6x,5
Light Jet,North Florida -> Atlanta,Feb,0.48,winter-spring-peak,< 0.5x,0
Light Jet,North Florida -> Atlanta,Mar,1.92,winter-spring-peak,>= 1.6x,5
Light Jet,North Florida -> Atlanta,Apr,0.24,winter-spring-peak,< 0.5x,0
Light Jet,North Florida -> Atlanta,May,2.4,winter-spring-peak,>= 1.6x,5
Light Jet,North Florida -> Atlanta,Jun,0.48,winter-spring-peak,< 0.5x,0
Light Jet,North Florida -> Atlanta,Jul,0.72,winter-spring-peak,0.7x-1.0x,2
Light Jet,North Florida -> Atlanta,Aug,0.48,winter-spring-peak,< 0.5x,0
Light Jet,North Florida -> Atlanta,Sep,0.72,winter-spring-peak,0.7x-1.0x,2
Light Jet,North Florida -> Atlanta,Oct,0.48,winter-spring-peak,< 0.5x,0
Light Jet,North Florida -> Atlanta,Nov,0.72,winter-spring-peak,0.7x-1.0x,2
Light Jet,North Florida -> Atlanta,Dec,1.2,winter-spring-peak,1.0x-1.3x,3
Light Jet,North Florida -> Charlotte,Jan,0.38,winter-spring-peak,< 0.5x,0
Light Jet,North Florida -> Charlotte,Feb,1.14,winter-spring-peak,1.0x-1.3x,3
Light Jet,North Florida -> Charlotte,Mar,1.33,winter-spring-peak,1.3x-1.6x,4
Light Jet,North Florida -> Charlotte,Apr,1.33,winter-spring-peak,1.3x-1.6x,4
Light Jet,North Florida -> Charlotte,May,1.14,winter-spring-peak,1.0x-1.3x,3
Light Jet,North Florida -> Charlotte,Jun,0.76,winter-spring-peak,0.7x-1.0x,2
Light Jet,North Florida -> Charlotte,Jul,1.52,winter-spring-peak,1.3x-1.6x,4
Light Jet,North Florida -> Charlotte,Aug,0.38,winter-spring-peak,< 0.5x,0
Light Jet,North Florida -> Charlotte,Sep,0.19,winter-spring-peak,< 0.5x,0
Light Jet,North Florida -> Charlotte,Oct,0.76,winter-spring-peak,0.7x-1.0x,2
Light Jet,North Florida -> Charlotte,Nov,1.14,winter-spring-peak,1.0x-1.3x,3
Light Jet,North Florida -> Charlotte,Dec,1.9,winter-spring-peak,>= 1.6x,5
Light Jet,North Florida -> DMV,Jan,0.91,winter-spring-peak,0.7x-1.0x,2
Light Jet,North Florida -> DMV,Feb,1.1,winter-spring-peak,1.0x-1.3x,3
Light Jet,North Florida -> DMV,Mar,1.39,winter-spring-peak,1.3x-1.6x,4
Light Jet,North Florida -> DMV,Apr,1.24,winter-spring-peak,1.0x-1.3x,3
Light Jet,North Florida -> DMV,May,0.95,winter-spring-peak,0.7x-1.0x,2
Light Jet,North Florida -> DMV,Jun,0.95,winter-spring-peak,0.7x-1.0x,2
Light Jet,North Florida -> DMV,Jul,0.4,winter-spring-peak,< 0.5x,0
Light Jet,North Florida -> DMV,Aug,0.59,winter-spring-peak,0.5x-0.7x,1
Light Jet,North Florida -> DMV,Sep,0.91,winter-spring-peak,0.7x-1.0x,2
Light Jet,North Florida -> DMV,Oct,1.32,winter-spring-peak,1.3x-1.6x,4
Light Jet,North Florida -> DMV,Nov,1.13,winter-spring-peak,1.0x-1.3x,3
Light Jet,North Florida -> DMV,Dec,1.1,winter-spring-peak,1.0x-1.3x,3
Light Jet,North Florida -> Houston,Jan,1.29,winter-spring-peak,1.0x-1.3x,3
Light Jet,North Florida -> Houston,Feb,1.32,winter-spring-peak,1.3x-1.6x,4
Light Jet,North Florida -> Houston,Mar,1.51,winter-spring-peak,1.3x-1.6x,4
Light Jet,North Florida -> Houston,Apr,0.94,winter-spring-peak,0.7x-1.0x,2
Light Jet,North Florida -> Houston,May,1.23,winter-spring-peak,1.0x-1.3x,3
Light Jet,North Florida -> Houston,Jun,0.44,winter-spring-peak,< 0.5x,0
Light Jet,North Florida -> Houston,Jul,0.5,winter-spring-peak,0.5x-0.7x,1
Light Jet,North Florida -> Houston,Aug,0.38,winter-spring-peak,< 0.5x,0
Light Jet,North Florida -> Houston,Sep,0.5,winter-spring-peak,0.5x-0.7x,1
Light Jet,North Florida -> Houston,Oct,1.2,winter-spring-peak,1.0x-1.3x,3
Light Jet,North Florida -> Houston,Nov,1.45,winter-spring-peak,1.3x-1.6x,4
Light Jet,North Florida -> Houston,Dec,1.23,winter-spring-peak,1.0x-1.3x,3
Light Jet,North Florida -> Nashville,Jan,1.17,winter-spring-peak,1.0x-1.3x,3
Light Jet,North Florida -> Nashville,Feb,0.85,winter-spring-peak,0.7x-1.0x,2
Light Jet,North Florida -> Nashville,Mar,1.25,winter-spring-peak,1.0x-1.3x,3
Light Jet,North Florida -> Nashville,Apr,0.85,winter-spring-peak,0.7x-1.0x,2
Light Jet,North Florida -> Nashville,May,1.41,winter-spring-peak,1.3x-1.6x,4
Light Jet,North Florida -> Nashville,Jun,0.73,winter-spring-peak,0.7x-1.0x,2
Light Jet,North Florida -> Nashville,Jul,0.53,winter-spring-peak,0.5x-0.7x,1
Light Jet,North Florida -> Nashville,Aug,0.65,winter-spring-peak,0.5x-0.7x,1
Light Jet,North Florida -> Nashville,Sep,0.81,winter-spring-peak,0.7x-1.0x,2
Light Jet,North Florida -> Nashville,Oct,1.41,winter-spring-peak,1.3x-1.6x,4
